UCWF,UCWDP,UCFDP,UCFMS,UCFMEP,UCAF,UCFMC,UCMVB,UCAH,UCFS,UCFVB,UCFMV,UCFMT,UCHC,UCHAH,UCHV,MVWF2,MVCV,MVDP,MVWF1,MVWF1.setting,MVSO,MVOT,CPPR,CPHE,CPMEP,CPCF,CPHP,CPMC,CPAH,CPMV,CPMT,CPSP,CPDP,UCSDP,AMBH,AMBT,UCAIH,UCAIT,UCAOH,UCAOT,UCWIT,UCWOT,timestamp,experiment_id,season,T_initial,T_setpoint,frequency_factor
0,7,111.4,1814,146,1446,0.86,1.26,1377,1274,2.45,412,57.5,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.008,32.2,405.3,0,72,107,21.98,31,29.14,27.74,31.35,16.26,38.52,17.94,21.99,2021-12-03 10:18:51,DS13,winter,22.0,30.0,130.0
0,7,109.39,1814,141,1433,0.87,1.23,1377,1274,2.5,413,57.6,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.008,32.2,405.3,0,72,108,21.98,31,29.14,27.74,31.35,16.24,38.54,17.94,21.99,2021-12-03 10:18:52,DS13,winter,22.0,30.0,130.0
0,7,109.39,1814,146,1433,0.87,1.23,1377,1279,2.49,413,57.6,0.008,77,411.1,0,-0.05,0,0,0,0,0,34,0,3,0,0,0.008,32.2,405.5,0,72,108,22.47,31,29.14,27.74,31.35,16.26,38.54,17.94,21.99,2021-12-03 10:18:53,DS13,winter,22.0,30.0,130.0
0,7,112.06,1814,139,1450,0.87,1.23,1377,1262,2.52,413,57.6,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.007,32.2,405.5,0,72,108,22.47,31,29.14,27.74,31.35,16.24,38.54,17.94,21.99,2021-12-03 10:18:54,DS13,winter,22.0,30.0,130.0
0,7,111.4,1814,146,1446,0.86,1.23,1377,1274,2.56,414,57.6,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.007,32.2,405.5,0,72,108,22.47,31,29.14,27.74,31.35,16.24,38.54,17.94,22.04,2021-12-03 10:18:55,DS13,winter,22.0,30.0,130.0
0,7,113.4,1814,150,1459,0.87,1.23,1377,1274,2.55,414,57.6,0.008,77,411.1,0,-0.05,0,1,0,0,0,36,0,3,0,0,0.007,32.2,405.5,0,73,107,22.47,31,29.14,27.74,31.35,16.24,38.57,17.94,22.04,2021-12-03 10:18:56,DS13,winter,22.0,30.0,130.0
0,7,109.05,1814,145,1431,0.87,1.23,1377,1274,2.55,412,57.5,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.008,32.2,405.8,0,73,108,22.47,31,29.14,27.74,31.35,16.26,38.53,17.94,22.04,2021-12-03 10:18:57,DS13,winter,22.0,30.0,130.0
0,7,111.06,1814,134,1444,0.87,1.23,1377,1274,2.41,412,57.5,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.008,32.2,405.9,0,73,108,21.98,31,29.14,27.74,31.35,16.24,38.54,17.94,22.04,2021-12-03 10:18:58,DS13,winter,22.0,30.0,130.0
0,7,111.06,1814,147,1444,0.87,1.28,1377,1274,2.55,413,57.5,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.008,32.2,405.5,0,72,107,21.98,31,29.14,27.74,31.35,16.24,38.57,17.94,22.04,2021-12-03 10:18:59,DS13,winter,22.0,30.0,130.0
-3,7,110.39,1814,131,1439,0.86,1.29,1377,1265,2.53,413,57.6,0.008,77,411.1,-3,-0.05,3,1,0,0,0,35,0,3,0,0,0.007,32.2,405.5,0,72,107,22.47,31,29.14,27.74,31.35,16.21,38.57,17.94,22.04,2021-12-03 10:19:00,DS13,winter,22.0,30.0,130.0
0,7,110.73,1814,145,1442,0.87,1.25,1377,1271,2.4,413,57.7,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.007,32.2,404.8,0,72,109,22.47,31,29.14,27.74,31.35,16.24,38.54,17.99,22.04,2021-12-03 10:19:01,DS13,winter,22.0,30.0,130.0
-1,7,111.06,1814,143,1444,0.87,1.31,1377,1264,2.69,411,57.7,0.008,77,411.1,-1,-0.05,1,0,0,0,0,34,0,3,0,0,0.007,32.2,405.8,0,72,107,22.47,31,29.14,27.74,31.35,16.21,38.57,17.99,22.04,2021-12-03 10:19:02,DS13,winter,22.0,30.0,130.0
-1,7,110.73,1814,149,1442,0.87,1.23,1377,1271,2.43,413,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,34,0,3,0,0,0.008,32.2,405.3,0,72,107,21.98,31,29.14,27.74,31.35,16.21,38.59,17.99,22.04,2021-12-03 10:19:03,DS13,winter,22.0,30.0,130.0
0,7,108.72,1814,133,1428,0.87,1.3,1377,1274,2.63,413,57.7,0.008,77,411.1,0,-0.05,0,1,0,0,0,36,0,3,0,0,0.008,32.2,405.3,0,72,109,22.47,31,29.14,27.74,31.35,16.21,38.57,17.99,22.04,2021-12-03 10:19:04,DS13,winter,22.0,30.0,130.0
0,7,108.72,1814,138,1428,0.87,1.29,1377,1274,2.63,411,57.6,0.008,77,411.1,0,-0.05,0,1,0,0,0,35,0,3,0,0,0.008,32.2,405.3,0,73,108,22.47,31,29.14,27.74,31.35,16.21,38.57,17.99,22.04,2021-12-03 10:19:05,DS13,winter,22.0,30.0,130.0
-1,7,111.06,1814,135,1444,0.87,1.29,1377,1262,2.55,413,57.5,0.008,77,411.1,-1,-0.05,1,1,0,0,0,33,0,3,0,0,0.008,32.2,405.6,0,72,106,22.47,31,29.22,27.66,31.35,16.19,38.57,18.03,22.04,2021-12-03 10:19:06,DS13,winter,22.0,30.0,130.0
-1,7,108.72,1814,139,1428,0.87,1.31,1377,1274,2.6,412,57.6,0.008,77,411.1,-1,-0.05,1,1,0,0,0,34,0,3,0,0,0.008,32.2,405.4,0,72,108,22.47,31,29.23,27.66,31.35,16.21,38.61,17.99,22.04,2021-12-03 10:19:07,DS13,winter,22.0,30.0,130.0
-1,7,110.39,1814,147,1439,0.86,1.28,1377,1274,2.67,413,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,405.4,0,72,108,21.98,31,29.23,27.66,31.35,16.21,38.61,17.99,22.04,2021-12-03 10:19:08,DS13,winter,22.0,30.0,130.0
-1,7,110.06,1814,130,1437,0.85,1.25,1377,1274,2.47,412,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,34,0,3,0,0,0.008,32.2,405.6,0,73,108,21.98,31,29.23,27.66,31.35,16.21,38.61,17.99,22.04,2021-12-03 10:19:09,DS13,winter,22.0,30.0,130.0
-1,7,111.06,1814,150,1444,0.85,1.27,1377,1274,2.58,412,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,405.6,0,72,108,21.98,31,29.23,27.66,31.35,16.19,38.61,17.99,22.04,2021-12-03 10:19:10,DS13,winter,22.0,30.0,130.0
-1,7,110.73,1814,144,1442,0.85,1.27,1377,1274,2.46,412,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.007,32.2,405.2,0,72,108,22.47,31,29.22,27.66,31.35,16.19,38.61,18.03,22.04,2021-12-03 10:19:11,DS13,winter,22.0,30.0,130.0
-1,6,110.06,1814,144,1437,0.85,1.29,1377,1274,2.51,411,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.007,32.2,405.0,0,72,108,22.47,31,29.23,27.66,31.35,16.19,38.64,17.99,22.04,2021-12-03 10:19:12,DS13,winter,22.0,30.0,130.0
-1,7,109.05,1814,146,1431,0.85,1.31,1377,1274,2.48,411,57.6,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.007,32.2,405.5,0,72,108,22.47,31,29.23,27.66,31.35,16.19,38.6,18.08,22.04,2021-12-03 10:19:13,DS13,winter,22.0,30.0,130.0
-1,7,109.72,1814,138,1435,0.85,1.34,1377,1256,2.69,411,57.7,0.008,77,411.1,-1,-0.05,1,0,0,0,0,34,0,3,0,0,0.007,32.2,405.5,0,73,108,22.47,31,29.23,27.66,31.35,16.19,38.6,18.08,22.04,2021-12-03 10:19:14,DS13,winter,22.0,30.0,130.0
-1,7,110.73,1814,148,1442,0.85,1.32,1377,1280,2.66,412,57.7,0.008,77,411.1,-1,-0.05,1,0,0,0,0,34,0,3,0,0,0.008,32.2,405.5,0,72,108,22.47,31,29.23,27.66,31.49,16.19,38.6,18.08,22.04,2021-12-03 10:19:15,DS13,winter,22.0,30.0,130.0
-2,7,109.72,1814,142,1439,0.85,1.28,1377,1263,2.61,413,57.6,0.008,77,411.1,-2,-0.05,2,0,0,0,0,34,0,3,0,0,0.008,32.2,404.8,0,72,107,22.47,31,29.23,27.66,31.49,16.19,38.6,18.08,22.09,2021-12-03 10:19:16,DS13,winter,22.0,30.0,130.0
-1,7,109.39,1814,147,1433,0.85,1.33,1377,1273,2.66,413,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,34,0,3,0,0,0.007,32.2,405.2,0,72,107,22.47,31,29.23,27.66,31.49,16.19,38.65,18.08,22.14,2021-12-03 10:19:17,DS13,winter,22.0,30.0,130.0
0,7,112.06,1814,143,1450,0.85,1.28,1377,1263,2.49,413,57.7,0.008,77,411.1,0,-0.05,0,0,0,0,0,35,0,3,0,0,0.007,32.2,405.2,0,72,108,22.47,31,29.23,27.54,31.49,16.19,38.6,18.08,22.14,2021-12-03 10:19:18,DS13,winter,22.0,30.0,130.0
-1,7,109.39,1814,143,1433,0.85,1.34,1377,1273,2.61,412,57.6,0.008,77,411.1,-1,-0.05,1,0,0,0,0,36,0,3,0,0,0.007,32.2,404.7,0,73,108,21.98,31,29.23,27.54,31.49,16.19,38.63,18.08,22.09,2021-12-03 10:19:19,DS13,winter,22.0,30.0,130.0
-2,7,110.73,1814,141,1442,0.85,1.3,1377,1274,2.54,412,57.6,0.008,77,411.1,-2,-0.05,2,0,0,0,0,35,0,3,0,0,0.007,32.2,406.1,0,74,108,22.47,31,29.23,27.54,31.49,16.19,38.63,18.08,22.09,2021-12-03 10:19:20,DS13,winter,22.0,30.0,130.0
-3,7,110.06,1814,134,1437,0.85,1.29,1377,1274,2.59,411,57.7,0.008,77,411.1,-3,-0.05,2,2,0,0,0,35,0,3,0,0,0.007,32.2,405.2,0,74,108,22.47,31,29.23,27.54,31.49,16.19,38.65,18.08,22.14,2021-12-03 10:19:21,DS13,winter,22.0,30.0,130.0
-3,7,110.06,1814,149,1437,0.85,1.29,1377,1262,2.59,411,57.8,0.008,77,411.1,-3,-0.05,2,0,0,0,0,35,0,3,0,0,0.007,32.2,405.2,0,74,108,22.47,31,29.23,27.54,31.49,16.19,38.65,18.08,22.09,2021-12-03 10:19:22,DS13,winter,22.0,30.0,130.0
-2,7,108.72,1814,141,1428,0.85,1.32,1377,1274,2.59,412,57.8,0.008,77,411.1,-2,-0.05,4,1,0,0,0,33,0,3,0,0,0.007,32.2,405.4,0,74,106,22.47,31,29.23,27.54,31.49,16.19,38.6,18.08,22.09,2021-12-03 10:19:23,DS13,winter,22.0,30.0,130.0
-3,7,111.06,1814,137,1444,0.85,1.34,1377,1273,2.69,411,57.8,0.008,77,411.1,-3,-0.05,2,1,0,0,0,35,0,3,0,0,0.007,32.2,405.4,0,74,108,22.47,31,29.23,27.54,31.49,16.19,38.61,18.08,22.14,2021-12-03 10:19:24,DS13,winter,22.0,30.0,130.0
-3,7,111.06,1814,135,1444,0.85,1.33,1377,1273,2.69,411,57.8,0.008,77,411.1,-3,-0.05,3,0,0,0,0,35,0,3,0,0,0.008,32.2,404.9,0,74,108,21.98,31,29.23,27.54,31.49,16.16,38.63,18.13,22.14,2021-12-03 10:19:25,DS13,winter,22.0,30.0,130.0
-2,7,107.05,1814,139,1417,0.85,1.31,1377,1262,2.58,410,57.7,0.008,77,411.1,-2,-0.05,2,1,0,0,0,35,0,3,0,0,0.008,32.2,405.0,0,74,108,21.98,31,29.23,27.54,31.49,16.16,38.66,18.13,22.14,2021-12-03 10:19:26,DS13,winter,22.0,30.0,130.0
-1,7,111.06,1814,142,1444,0.85,1.34,1377,1273,2.64,410,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,405.2,0,74,108,22.47,31,29.23,27.54,31.49,16.14,38.67,18.13,22.14,2021-12-03 10:19:27,DS13,winter,22.0,30.0,130.0
0,7,110.39,1814,145,1439,0.87,1.24,1377,1264,2.49,412,57.8,0.008,77,411.1,0,-0.05,0,1,0,0,0,35,0,3,0,0,0.007,32.2,405.2,0,73,107,21.98,31,29.23,27.54,31.49,16.19,38.61,18.13,22.14,2021-12-03 10:19:28,DS13,winter,22.0,30.0,130.0
0,7,110.06,1814,147,1437,0.85,1.28,1377,1271,2.63,410,57.8,0.008,77,411.1,0,-0.05,0,1,0,0,0,35,0,3,0,0,0.007,32.2,404.4,0,73,107,22.47,31,29.23,27.54,31.49,16.14,38.7,18.13,22.14,2021-12-03 10:19:29,DS13,winter,22.0,30.0,130.0
-1,7,109.72,1814,146,1435,0.86,1.2,1377,1271,2.6,410,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,404.9,0,74,107,21.98,31,29.23,27.54,31.49,16.16,38.67,18.13,22.09,2021-12-03 10:19:30,DS13,winter,22.0,30.0,130.0
-1,7,111.73,1814,138,1448,0.85,1.26,1377,1261,2.47,411,57.8,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,403.7,0,73,107,22.47,31,29.22,27.54,31.49,16.16,38.66,18.13,22.09,2021-12-03 10:19:31,DS13,winter,22.0,30.0,130.0
-1,7,111.73,1814,143,1448,0.85,1.21,1377,1261,2.64,411,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,403.7,0,74,109,22.95,31,29.22,27.54,31.49,16.14,38.69,18.13,22.14,2021-12-03 10:19:32,DS13,winter,22.0,30.0,130.0
-1,6,111.73,1814,142,1448,0.85,1.23,1377,1255,2.44,411,57.7,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.007,32.2,404.9,0,73,109,22.47,31,29.22,27.54,31.49,16.14,38.67,18.13,22.14,2021-12-03 10:19:33,DS13,winter,22.0,30.0,130.0
-3,7,112.4,1814,151,1452,0.86,1.26,1377,1255,2.56,409,57.8,0.008,77,411.1,-3,-0.05,3,0,0,0,0,36,0,3,0,0,0.007,32.2,404.4,0,73,109,22.47,31,29.26,27.54,31.49,16.14,38.7,18.13,22.14,2021-12-03 10:19:34,DS13,winter,22.0,30.0,130.0
-1,7,110.39,1814,147,1439,0.85,1.31,1377,1263,2.61,411,57.8,0.008,77,411.1,-1,-0.05,1,0,0,0,0,36,0,3,0,0,0.008,32.2,405.7,0,74,107,22.47,31,29.36,27.54,31.49,16.14,38.7,18.13,22.19,2021-12-03 10:19:35,DS13,winter,22.0,30.0,130.0
0,7,111.4,1814,138,1446,0.85,1.29,1377,1264,2.55,411,57.9,0.008,77,411.1,0,-0.05,0,0,0,0,0,36,0,3,0,0,0.008,32.2,405.7,0,74,109,22.47,31,29.36,27.54,31.49,16.14,38.67,18.13,22.19,2021-12-03 10:19:36,DS13,winter,22.0,30.0,130.0
-1,7,110.39,1814,147,1439,0.85,1.29,1377,1264,2.56,409,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,36,0,3,0,0,0.007,32.2,405.4,0,74,109,22.47,31,29.36,27.54,31.49,16.14,38.67,18.13,22.19,2021-12-03 10:19:37,DS13,winter,22.0,30.0,130.0
-1,7,110.06,1814,139,1437,0.85,1.22,1377,1264,2.44,410,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,33,0,3,0,0,0.007,32.2,405.4,0,73,107,21.98,31,29.36,27.54,31.49,16.14,38.67,18.23,22.19,2021-12-03 10:19:38,DS13,winter,22.0,30.0,130.0
-1,7,110.06,1814,150,1437,0.85,1.29,1377,1257,2.45,412,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.007,32.2,405.1,0,74,108,21.98,31,29.36,27.54,31.49,16.14,38.75,18.18,22.19,2021-12-03 10:19:39,DS13,winter,22.0,30.0,130.0
-1,6,109.39,1814,139,1433,0.85,1.25,1377,1257,2.35,410,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.007,32.2,404.7,0,74,107,22.47,31,29.36,27.54,31.49,16.14,38.71,18.18,22.19,2021-12-03 10:19:40,DS13,winter,22.0,30.0,130.0
-1,7,108.05,1814,143,1424,0.85,1.36,1377,1262,2.59,410,57.7,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.008,32.2,405.2,0,74,107,22.47,31,29.36,27.47,31.49,16.14,38.71,18.18,22.19,2021-12-03 10:19:41,DS13,winter,22.0,30.0,130.0
-1,7,112.73,1814,139,1455,0.85,1.23,1377,1262,2.53,410,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,33,0,3,0,0,0.008,32.2,405.2,0,73,107,22.47,31,29.36,27.47,31.49,16.09,38.75,18.18,22.19,2021-12-03 10:19:43,DS13,winter,22.0,30.0,130.0
-1,7,111.4,1814,139,1446,0.85,1.26,1377,1262,2.56,410,57.8,0.008,77,411.1,-1,-0.05,1,0,0,0,0,36,0,3,0,0,0.007,32.2,404.6,0,74,109,22.47,31,29.36,27.47,31.49,16.11,38.67,18.23,22.19,2021-12-03 10:19:44,DS13,winter,22.0,30.0,130.0
-1,7,110.39,1814,149,1439,0.85,1.23,1377,1262,2.53,412,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,34,0,3,0,0,0.007,32.2,405.1,0,74,107,22.47,31,29.36,27.47,31.49,16.09,38.75,18.18,22.19,2021-12-03 10:19:45,DS13,winter,22.0,30.0,130.0
-1,6,109.39,1814,135,1433,0.85,1.26,1377,1262,2.58,410,57.8,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.007,32.2,405.1,0,73,107,21.98,31,29.36,27.47,31.49,16.11,38.71,18.18,22.19,2021-12-03 10:19:46,DS13,winter,22.0,30.0,130.0
0,7,108.05,1814,144,1424,0.85,1.23,1377,1262,2.58,412,57.9,0.008,77,411.1,0,-0.05,0,0,0,0,0,35,0,3,0,0,0.007,32.2,405.1,0,72,108,22.47,31,29.36,27.47,31.49,16.09,38.74,18.23,22.19,2021-12-03 10:19:47,DS13,winter,22.0,30.0,130.0
-1,7,110.39,1814,140,1439,0.85,1.22,1377,1262,2.55,411,57.8,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.008,32.2,404.4,0,72,108,21.98,31,29.36,27.47,31.49,16.09,38.75,18.18,22.19,2021-12-03 10:19:48,DS13,winter,22.0,30.0,130.0
0,7,110.39,1814,137,1439,0.85,1.22,1377,1264,2.56,412,57.9,0.008,77,411.1,0,-0.05,0,0,0,0,0,35,0,3,0,0,0.008,32.2,405.0,0,72,109,22.47,31,29.36,27.47,31.49,16.09,38.78,18.18,22.19,2021-12-03 10:19:49,DS13,winter,22.0,30.0,130.0
-1,7,111.06,1814,146,1444,0.85,1.24,1377,1264,2.5,412,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.008,32.2,405.1,0,72,109,22.47,31,29.36,27.47,31.54,16.09,38.81,18.28,22.19,2021-12-03 10:19:50,DS13,winter,22.0,30.0,130.0
-1,7,111.4,1814,144,1446,0.85,1.22,1377,1274,2.46,412,57.8,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.008,32.2,405.1,0,72,108,21.98,31,29.36,27.47,31.54,16.09,38.8,18.28,22.19,2021-12-03 10:19:51,DS13,winter,22.0,30.0,130.0
-1,7,111.4,1814,154,1446,0.85,1.29,1377,1274,2.67,411,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.008,32.2,405.1,0,72,108,21.98,31,29.36,27.47,31.54,16.09,38.74,18.28,22.19,2021-12-03 10:19:52,DS13,winter,22.0,30.0,130.0
-1,7,112.4,1814,142,1452,0.85,1.25,1377,1263,2.37,412,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,37,0,3,0,0,0.008,32.2,404.9,0,72,110,22.95,31,29.36,27.47,31.54,16.09,38.77,18.28,22.19,2021-12-03 10:19:53,DS13,winter,22.0,30.0,130.0
-1,6,112.73,1814,138,1455,0.86,1.29,1377,1262,2.72,413,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,36,0,3,0,0,0.007,32.2,405.4,0,73,109,21.98,31,29.36,27.47,31.54,16.09,38.74,18.28,22.19,2021-12-03 10:19:54,DS13,winter,22.0,30.0,130.0
-1,7,111.73,1814,148,1448,0.85,1.28,1377,1262,2.46,413,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,34,0,3,0,0,0.007,32.2,403.7,0,72,107,22.47,31,29.36,27.47,31.54,16.07,38.78,18.28,22.19,2021-12-03 10:19:55,DS13,winter,22.0,30.0,130.0
0,6,110.73,1814,136,1442,0.85,1.31,1377,1262,2.58,413,58.0,0.008,77,411.1,0,-0.05,0,0,0,0,0,36,0,3,0,0,0.007,32.2,403.7,0,72,109,22.47,31,29.36,27.47,31.54,16.09,38.8,18.28,22.19,2021-12-03 10:19:56,DS13,winter,22.0,30.0,130.0
0,7,112.06,1814,143,1450,0.86,1.25,1377,1264,2.63,410,58.0,0.008,77,411.1,0,-0.05,0,0,0,0,0,36,0,3,0,0,0.007,32.2,405.8,0,74,109,21.98,31,29.36,27.47,31.54,16.07,38.75,18.28,22.23,2021-12-03 10:19:57,DS13,winter,22.0,30.0,130.0
0,7,111.73,1814,145,1448,0.86,1.3,1377,1263,2.63,411,58.0,0.008,77,411.1,0,-0.05,0,0,0,0,0,36,0,3,0,0,0.007,32.2,405.0,0,72,109,22.47,31,29.36,27.47,31.54,16.09,38.75,18.28,22.28,2021-12-03 10:19:58,DS13,winter,22.0,30.0,130.0
0,7,113.07,1814,149,1457,0.85,1.32,1377,1263,2.63,410,58.0,0.008,77,411.1,0,-0.05,0,1,0,0,0,35,0,3,0,0,0.007,32.2,404.1,0,72,108,22.47,31,29.36,27.47,31.54,16.09,38.75,18.28,22.28,2021-12-03 10:19:59,DS13,winter,22.0,30.0,130.0
0,7,110.06,1814,147,1437,0.85,1.27,1377,1263,2.55,410,58.0,0.008,77,411.1,0,-0.05,0,1,0,0,0,35,0,3,0,0,0.007,32.2,404.1,0,72,109,21.98,31,29.36,27.47,31.54,16.09,38.75,18.28,22.28,2021-12-03 10:20:00,DS13,winter,22.0,30.0,130.0
0,7,111.73,1814,137,1448,0.86,1.27,1377,1274,2.57,410,58.0,0.008,77,411.1,0,-0.05,0,1,0,0,0,35,0,3,0,0,0.008,32.2,405.8,0,72,110,22.47,31,29.36,27.47,31.54,16.07,38.78,18.38,22.23,2021-12-03 10:20:01,DS13,winter,22.0,30.0,130.0
0,7,110.73,1814,142,1442,0.86,1.26,1377,1274,2.57,410,58.0,0.008,77,411.1,0,-0.05,0,0,0,0,0,35,0,3,0,0,0.008,32.2,405.8,0,72,110,22.47,31,29.36,27.47,31.54,16.07,38.8,18.33,22.23,2021-12-03 10:20:02,DS13,winter,22.0,30.0,130.0
-3,7,110.39,1814,138,1439,0.85,1.26,1377,1262,2.52,412,57.9,0.008,77,411.1,-3,-0.05,4,1,0,0,0,35,0,3,0,0,0.007,32.2,405.1,0,72,110,22.47,31,29.36,27.47,31.54,16.04,38.8,18.38,22.28,2021-12-03 10:20:03,DS13,winter,22.0,30.0,130.0
-3,7,111.06,1814,129,1444,0.85,1.32,1377,1263,2.7,412,58.0,0.008,77,411.1,-3,-0.05,5,1,0,0,0,36,0,3,0,0,0.007,32.2,405.1,0,72,108,22.47,31,29.36,27.47,31.54,16.07,38.82,18.38,22.28,2021-12-03 10:20:04,DS13,winter,22.0,30.0,130.0
0,7,110.73,1814,147,1442,0.86,1.2,1377,1263,2.44,410,58.0,0.008,77,411.1,0,-0.05,0,1,0,0,0,35,0,3,0,0,0.007,32.2,405.8,0,72,108,22.47,31,29.36,27.47,31.54,16.04,38.81,18.38,22.28,2021-12-03 10:20:05,DS13,winter,22.0,30.0,130.0
-1,7,110.73,1814,131,1442,0.85,1.32,1377,1263,2.63,411,58.0,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.007,32.2,405.8,0,72,108,22.47,31,29.36,27.47,31.54,16.04,38.77,18.38,22.28,2021-12-03 10:20:06,DS13,winter,22.0,30.0,130.0
-1,5,109.72,1814,140,1435,0.85,1.21,1377,1263,2.52,410,58.0,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,405.5,0,72,108,22.47,31,29.36,27.47,31.54,16.04,38.83,18.33,22.28,2021-12-03 10:20:07,DS13,winter,22.0,30.0,130.0
-1,7,110.73,1814,145,1442,0.86,1.25,1377,1263,2.48,410,58.0,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,405.6,0,72,108,22.47,31,29.36,27.47,31.54,16.04,38.83,18.38,22.28,2021-12-03 10:20:08,DS13,winter,22.0,30.0,130.0
-1,7,110.39,1814,146,1439,0.85,1.26,1377,1262,2.69,412,58.0,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,405.6,0,72,108,22.47,31,29.44,27.47,31.54,16.04,38.81,18.38,22.28,2021-12-03 10:20:09,DS13,winter,22.0,30.0,130.0
-1,7,110.73,1814,146,1442,0.85,1.26,1377,1262,2.53,411,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,37,0,3,0,0,0.008,32.2,405.6,0,72,110,22.47,31,29.44,27.47,31.54,16.04,38.83,18.38,22.28,2021-12-03 10:20:10,DS13,winter,22.0,30.0,130.0
-1,7,112.06,1814,138,1450,0.86,1.31,1377,1263,2.55,411,58.0,0.008,77,411.1,-1,-0.05,1,1,0,0,0,37,0,3,0,0,0.008,32.2,405.8,0,72,110,21.98,31,29.44,27.47,31.54,16.04,38.83,18.38,22.28,2021-12-03 10:20:11,DS13,winter,22.0,30.0,130.0
-1,7,112.06,1814,148,1450,0.85,1.28,1377,1263,2.58,411,58.0,0.008,77,411.1,-1,-0.05,1,1,0,0,0,36,0,3,0,0,0.008,32.2,405.8,0,73,109,22.47,31,29.44,27.47,31.54,16.04,38.85,18.38,22.28,2021-12-03 10:20:12,DS13,winter,22.0,30.0,130.0
-1,7,111.06,1814,141,1444,0.85,1.23,1377,1262,2.42,413,57.9,0.008,77,411.1,-1,-0.05,1,0,0,0,0,35,0,3,0,0,0.008,32.2,404.6,0,74,110,21.98,31,29.44,27.47,31.54,16.02,38.82,18.33,22.23,2021-12-03 10:20:13,DS13,winter,22.0,30.0,130.0
-1,6,110.39,1814,146,1439,0.86,1.27,1377,1262,2.63,412,57.9,0.008,77,411.1,-1,-0.05,1,1,0,0,0,35,0,3,0,0,0.008,32.2,404.6,0,73,110,21.98,31,29.44,27.47,31.54,16.04,38.83,18.38,22.28,2021-12-03 10:20:14,DS13,winter,22.0,30.0,130.0
0,6,110.39,1814,144,1439,0.87,1.24,1377,1263,2.45,412,57.9,0.008,77,411.1,0,-0.05,0,1,0,0,0,34,0,3,0,0,0.008,32.2,404.9,0,74,108,21.98,31,29.44,27.47,31.54,16.04,38.86,18.42,22.33,2021-12-03 10:20:15,DS13,winter,22.0,30.0,130.0
